blog	0-minutes-with-vim	0 minutes with Vim	1232082355	1584053324	textmate emacs vim blog
blog	1-hour-with-vim	1 hour with Vim	1232204150	1495119989	vim blog
blog	10-minutes-with-vim	10 minutes with Vim	1232105308	1773679445	emacs vim blog
blog	10-years-online	10 years online	1170987480	1495119989	blog
blog	10.4.1-kernel-panics-raid-and-data-integrity	10.4.1 kernel panics, RAID and data integrity	1117204080	1773679445	blog
blog	15-years-of-wincent.org	15 years of wincent.org	1418451282	1495119989	blog
blog	2-hours-with-vim	2 hours with Vim	1232289442	1584053324	vim ack blog
blog	20-minutes-with-vim	20 minutes with Vim	1232106108	1584053324	emacs vim blog
blog	25	25 years and counting	1698442189	1698526091	blog
blog	3-years-1-month-with-vim	3 years, 1 month with Vim	1329713178	1495119989	emacs vim blog
blog	a-call-for-help-bansshee	A call for help: Bansshee	1173738300	1773510822	blog
blog	a-farewell-to-self-checksumming	A farewell to self-checksumming	1144527240	1773510822	blog
blog	a-look-back-bram-cohen-vs-linus-torvalds	A look back: Bram Cohen vs Linus Torvalds	1184491200	1773510822	blog
blog	a-moments-reflection	A moment's reflection	1164759120	1495119989	blog
blog	a-new-winswitch-tip	A new WinSwitch tip	1166146560	1773510822	blog
blog	a-world-without-rss	A world without RSS	1194980880	1773510822	blog
blog	abstract-syntax-trees	Abstract Syntax Trees	1170986640	1773510822	blog
blog	activerecord-goodness	ActiveRecord goodness	1238009528	1584053324	rails blog
blog	aegizmo-aebuildappleevent-and-mac-os-x-10.4	AEGizmo, AEBuildAppleEvent and Mac OS X 10.4	1116323580	1709590098	blog
blog	ai-2026	Thoughts on AI — 2026 edition	1767890105	1773679445	blog
blog	ai	AI	1711141354	1711149168	blog
blog	all-quiet-on-the-western-front	All Quiet on the Western Front	1142335680	1709590098	blog
blog	allan-odgaard-on-file-type-detection-in-textmate	Allan Odgaard on file type detection in TextMate	1192672800	1773679445	blog
blog	amending-commits-with-git	Amending commits with Git	1190805840	1773510822	blog
blog	an-attack-of-over-engineering	An attack of over-engineering	1231876965	1584053324	ruby blog
blog	an-xcode-feature-request	An Xcode feature request	1131914100	1495119989	blog
blog	anchor	Anchor	1189010040	1773510822	blog
blog	announcing-renamer	Announcing REnamer	1200781920	1773510822	blog
blog	another-branching-lesson	Another branching lesson	1183762680	1773510822	blog
blog	another-new-backup-regimen-4.33-years-later	Another new backup regimen, 4.33 years later	1322383511	1773510822	s3 blog
blog	another-performance-update-parity	Another performance update: parity	1171831740	1773510822	blog
blog	aoc-2024	Advent of Code 2024	1736280109	1765585778	blog aoc
blog	aoc-2025	Advent of Code 2025	1765585778	1773679445	blog aoc
blog	appkit-vs-foundation	AppKit vs Foundation	1191266760	1584053324	blog
blog	apple-applescript-wins-the-2009-nobel-prize-all-categories	Apple: AppleScript wins the 2009 Nobel Prize (all categories)	1239720425	1584053324	applescript blog
blog	apple-design-awards-2007	Apple Design Awards 2007	1181842200	1773679445	blog
blog	apple-event-idle-functions	Apple Event "idle functions"	1141518360	1709590098	blog
blog	apple-fixes-cover-art-bug-in-itunes-7.6.2	Apple fixes cover art bug in iTunes 7.6.2?	1207340543	1495119989	synergy itunes blog
blog	apple-is-amazing	Apple is amazing	1137016980	1773510822	blog
blog	apple-watch-frenzy	Apple Watch frenzy	1428593302	1495119989	apple apple.watch blog
blog	apples-bugreporter	Apple's bugreporter	1118970900	1773679445	blog
blog	april-server-maintenance	April server maintenance	1238563004	1495119989	site blog
blog	assertions	Assertions	1178139960	1773679445	blog
blog	assigning-keyboard-shortcuts-to-user-scripts-in-xcode-3	Assigning keyboard shortcuts to user scripts in Xcode 3	1198008000	1584053324	blog
blog	atosym	atosym	1155791400	1773510822	blog
blog	attacking-the-spam-time-drain	Attacking the spam time drain	1192095120	1773679445	blog
blog	august-server-maintenance-2	August server maintenance (2)	1251109116	1495119989	site maintenance blog
blog	august-server-maintenance	August server maintenance	1249553922	1495119989	site maintenance blog
blog	august-status-update	August status update	1250170057	1495119989	blog
blog	automata	Automata	1190351100	1773510822	blog
blog	automated-stripping	Automated stripping	1143086700	1773510822	blog
blog	automatic-deployment-numbering-in-git	Automatic deployment numbering in Git	1244183017	1773679445	git blog
blog	automatic-wrapping-of-git-commit-messages-using-vim	Automatic wrapping of Git commit messages using Vim	1242712497	1773679445	git vim blog
blog	back-offline-again	Back offline again	1245333617	1773679445	blog
blog	back-online-after-over-three-weeks	Back online after over three weeks	1245325693	1773679445	blog
blog	back-to-speed	Back to speed	1131391140	1709591878	blog
blog	backup-obsession	Backup obsession	1195083720	1773679445	blog backup
blog	bad-ui-design-in-rails	Bad UI design in Rails	1192142340	1773679445	blog
blog	bansshee-1.0-released	Bansshee 1.0 released	1161042300	1773510822	blog
blog	bansshee-1.0.1-is-out	Bansshee 1.0.1 is out	1245824386	1773510822	bansshee releases blog
blog	bansshee-my-answer-to-ssh-dictionary-attacks	Bansshee: my answer to SSH dictionary attacks	1144761000	1773679445	blog
blog	bansshee-news	Bansshee news	1173740280	1773510822	blog
blog	bansshee-performance	Bansshee performance	1161042840	1773510822	blog
blog	bansshee-s-effect-on-brute-force-and-dictionary-based-ssh-attacks	Bansshee's effect on brute force and dictionary-based SSH attacks	1245904511	1584053324	bansshee blog
blog	bansshee-update	Bansshee update	1145739300	1773510822	blog
blog	bash-completion-for-git	Bash completion for Git	1196874000	1773510822	blog
blog	be-assertive	Be assertive	1175281860	1773679445	blog
blog	behaviour-driven-development	Behaviour-Driven Development	1179777900	1773510822	blog
blog	being-nice	Being nice	1192242120	1773679708	blog
blog	ben-collins-sussman-doesnt-get-distributed-version-control	Ben Collins-Sussman doesn't "get" distributed version control	1192752120	1773510822	blog
blog	best-commit-messages-of-all-time	Best commit messages of all time	1184623620	1773679445	blog
blog	best-crash-ever	Best. Crash. Ever.	1132053060	1495119989	blog
blog	betting-on-the-wrong-horse	Betting on the wrong horse	1448756980	1773679445	1password lastpass blog
blog	beware-of-flakey-testing-frameworks	Beware of flakey testing frameworks	1239890302	1710259978	rspec rant cucumber blog
blog	big-menus-really-big-menus-and-frickin-huge-menus	Big menus, really big menus, and frickin' huge menus	1122967920	1773510822	blog
blog	bill-gates-and-woody-allen	Bill Gates and Woody Allen	1114618200	1773679445	blog
blog	bizarre-display-glitch	Bizarre display glitch	1173393240	1773510822	blog
blog	bizarre-rails-rspec-haml-problem	Bizarre Rails/RSpec/Haml problem	1211912882	1773679445	rspec rails git haml blog
blog	blocks-for-basic-enumeration-and-array-mutation	Blocks for basic enumeration and array mutation	1263677072	1773679445	ruby objective.c blog
blog	bootable-zfs	Bootable ZFS	1200346920	1773510822	blog
blog	brexit	Brexit	1750338449	1763291479	blog
blog	bringing-textmate-style-command-t-to-vim	Bringing TextMate-style "Command-T" to VIM	1267784970	1584053324	ruby textmate vim command.t blog
blog	bugzilla-3.0-improvements	Bugzilla 3.0 improvements	1167687600	1773679445	blog
blog	bugzilla-s-future	Bugzilla's future	1211953081	1584053324	bugzilla blog
blog	bugzilla-upgrade	Bugzilla upgrade	1179001500	1773510822	blog
blog	build-numbers-in-a-git-based-development-cycle	Build numbers in a Git-based development cycle	1185830340	1773679445	blog
blog	build-setting-inheritance	Build setting inheritance	1138612500	1584053324	blog
blog	building-a-pc	Building a PC	1605999755	1693045928	blog
blog	call-for-bansshee-donations	Call for Bansshee donations	1203618960	1773510822	blog
blog	capistrano-retrospective	Capistrano retrospective	1268486738	1625834873	capistrano blog
blog	capistrano	Capistrano	1235629296	1584053324	capistrano blog
blog	capthchas	Capthchas	1178223600	1773492997	blog
blog	category-bonanza	Category bonanza	1121404560	1773679445	blog
blog	causes-presentations	Causes presentations	1345368090	1773679445	rails git javascript sass jasmine causes compass prolog gerrit submodules blog
blog	change-of-email-address	Change of email address	1149133200	1773510822	blog
blog	clamav-clamassassin-procmail	ClamAV + clamassassin + procmail	1133048100	1584053324	blog
blog	cleaning-the-mighty-mouse	Cleaning the Mighty Mouse	1181693820	1584053324	blog
blog	clearing-up-confusion-about-synergy-version-numbers	Clearing up confusion about Synergy version numbers	1245932084	1584053324	synergy blog
blog	clever-boolean-return-trick	Clever boolean return trick	1179428880	1584053324	blog
blog	clickety-click	Clickety-click	1140700020	1584053324	blog
blog	clipper-0.1-released	Clipper 0.1 released	1361296784	1709486726	clipper blog
blog	cocoa-bindings	Cocoa Bindings	1147032300	1584053324	blog
blog	code-cleanup	Code cleanup	1157996820	1773510822	blog
blog	code-migration-from-subversion-to-git	Code migration from Subversion to Git	1239710292	1773679445	site blog
blog	coding-notes-optimization-and-plug-ins	Coding notes: optimization and plug-ins	1121814360	1773510822	blog
blog	coming-up-with-a-company-name	Coming up with a company name	1171913100	1773679445	blog
blog	command-t-0.5.1-released	Command-T 0.5.1 released	1271071398	1709486726	releases command.t blog
blog	command-t-0.6-released	Command-T 0.6 released	1272509696	1709486726	releases command.t blog
blog	command-t-0.7-released	Command-T 0.7 released	1276150847	1709486726	releases command.t blog
blog	command-t-0.8-released	Command-T 0.8 released	1282187177	1709486726	releases command.t blog
blog	command-t-0.8.1-released	Command-T 0.8.1 released	1284452727	1709486726	releases command.t blog
blog	command-t-0.8b-released	Command-T 0.8b released	1278852788	1709486726	releases command.t blog
blog	command-t-0.9-released	Command-T 0.9 released	1286559063	1709486726	releases command.t blog
blog	command-t-1.0-released	Command-T 1.0 released	1290789390	1773679445	releases command.t blog
blog	command-t-1.0.1-released	Command-T 1.0.1 released	1294263574	1773679445	releases command.t blog
blog	command-t-1.0b-released	Command-T 1.0b released	1288975274	1773679445	releases command.t blog
blog	command-t-1.10-released	Command-T 1.10 released	1405473270	1773679445	releases command.t blog
blog	command-t-1.11-released	Command-T 1.11 released	1408114702	1709486726	releases command.t blog
blog	command-t-1.11.1-released	Command-T 1.11.1 released	1409323904	1709486726	releases command.t blog
blog	command-t-1.11.2-released	Command-T 1.11.2 released	1409601211	1495119989	releases command.t blog
blog	command-t-1.11.3-released	Command-T 1.11.3 released	1412988070	1495119989	releases command.t blog
blog	command-t-1.11.4-released	Command-T 1.11.4 released	1415161687	1495119989	releases command.t blog
blog	command-t-1.12-released	Command-T 1.12 released	1428630193	1773679445	releases command.t blog
blog	command-t-1.13-released	Command-T 1.13 released	1430334882	1773679445	releases command.t blog
blog	command-t-1.1b-and-1.1b2-released	Command-T 1.1b and 1.1b2 released	1301203910	1773679445	releases command.t blog
blog	command-t-1.2-released	Command-T 1.2 released	1304148802	1773679445	releases command.t blog
blog	command-t-1.2.1-released	Command-T 1.2.1 released	1304232205	1773679445	releases command.t blog
blog	command-t-1.3-released	Command-T 1.3 released	1322462103	1773679445	releases command.t blog
blog	command-t-1.3.1-released	Command-T 1.3.1 released	1324237090	1773679445	releases command.t blog
blog	command-t-1.4-released	Command-T 1.4 released	1340178786	1773679445	releases command.t blog
blog	command-t-1.5-released	Command-T 1.5 released	1379489110	1773679445	command.t blog
blog	command-t-1.6-released	Command-T 1.6 released	1387196577	1773679445	releases command.t blog
blog	command-t-1.7-released	Command-T 1.7 released	1394433014	1773679445	releases command.t blog
blog	command-t-1.8-released	Command-T 1.8 released	1396314822	1773679445	releases command.t blog
blog	command-t-1.9-released	Command-T 1.9 released	1401048443	1773679445	releases command.t blog
blog	command-t-1.9.1-released	Command-T 1.9.1 released	1401461742	1495119989	releases command.t blog
blog	command-t-lua-rewrite	Command-T v6.0 — the Lua rewrite	1658668243	1773679445	blog
blog	comments-on-weblogs	Comments on weblogs	1182803700	1773679445	blog
blog	comments	Comments on commenting	1450385083	1773679445	site blog
blog	commit-messages	Commit messages	1238612539	1773679445	subversion git blog
blog	complimentary-licenses-for-synergy-advance-donors	Complimentary licenses for Synergy Advance donors	1113178500	1773510822	blog
blog	conflict-between-mac-os-x-10.2-and-synergy-1.7	Conflict between Mac OS X 10.2 and Synergy 1.7	1110027060	1773510822	blog
blog	connecting-computers	Connecting computers in 2021	1622577593	1773679445	blog
blog	connectivity-issues	Connectivity issues	1189015140	1709488842	blog
blog	core-image-fun-house	Core Image Fun House	1167356340	1773510822	blog
blog	coredata-weak-linking-and-10.3-support	CoreData, weak linking and 10.3 support	1135638720	1709590098	blog
blog	coronavirus	The truth about coronavirus	1595784382	1773679445	blog
blog	creating-new-daemon-users-on-leopard	Creating new daemon users on Leopard	1193782020	1773679445	blog
blog	cucumber-s-plain-text-stories	Cucumber's plain text stories	1241536708	1773679445	cucumber blog
blog	custom-validation-matcher	Custom validation matcher	1192436040	1773510822	blog
blog	customer-service	Customer service	1160361000	1773492997	blog
blog	daring-fireball	Daring Fireball	1191443040	1773510822	blog
blog	darn-godaddy	Darn GoDaddy	1155673200	1773510822	blog
blog	darn-paypal	Darn PayPal	1156892880	1584053324	blog
blog	de-googling	De-googling	1641852855	1773679445	blog
blog	december-site-maintenance	December site maintenance	1261839438	1495119989	site blog
blog	deleting-code	Deleting code	1164311880	1773258945	blog
blog	demons	Conquering my demons	1463595432	1773679445	blog
blog	deploying-masochist	Deploying Masochist	1450396109	1773679445	masochist site blog
blog	dns-changes	DNS changes	1258384529	1710259978	site blog
blog	dock-icon-update	Dock icon update	1167441840	1773510822	blog
blog	dont-run-mac-os-x-as-an-administrator-user	Don't run Mac OS X as an administrator user	1158785340	1584053324	blog
blog	double-checked-locking-and-memory-barriers-take-two	Double-checked locking and memory barriers, take two	1155594240	1773510822	blog
blog	downtime-2	Downtime	1440580969	1710259978	site blog
blog	downtime	Downtime	1406593003	1495119989	aws blog
blog	dreaming-about-the-server-upgrade	Dreaming about the server upgrade	1119742380	1773679708	blog
blog	dreamscape	Dreamscape	1773350430	1773413759	blog
blog	dropbox	File system organization guidelines	1537783636	1773679445	blog dropbox
blog	drukenbatman-gets-on-the-shit-list	"drukenbatman" gets on the shit list	1143799560	1773679445	blog
blog	dstroot-install_name_tool-and-interface-builder-palettes	DSTROOT, install_name_tool and Interface Builder palettes	1142112360	1773679445	blog
blog	dsym	dSYM	1155808380	1773510822	blog
blog	duh-moments	"Duh!" moments	1165365900	1773679445	blog
blog	dvd-r-prices	DVD-R prices	1139701200	1584053324	blog
blog	email-response-times-back-to-normal	Email response times: back to normal	1150752540	1773510822	blog
blog	email-response-times	Email response times	1147221660	1709488842	blog
blog	email	Mutt	1481359248	1773679445	email blog
blog	embedding-build-numbers-painlessly	Embedding build numbers painlessly	1138242540	1773679445	blog
blog	embracing-open-source	Embracing open source	1246546965	1773679445	development open.source blog
blog	epistemology	Epistemology	1651857904	1744296569	blog
blog	ethical-dimensions-of-pirating-ilife-06	Ethical dimensions of pirating iLife 06	1137404400	1773510822	blog
blog	event-log	Event log	1155110400	1773679445	blog
blog	extended-site-maintenance	Extended site maintenance	1283231260	1495119989	site blog
blog	extremely-annoying-apache-problem	Extremely annoying Apache problem	1232842698	1773679445	apache blog
blog	farewell-rackspace	Farewell Rackspace	1201809180	1773510822	blog
blog	favorite-announcements-from-wwdc	Favorite announcements from WWDC	1155077340	1773679445	blog
blog	favorite-changes-in-xcode-tools-2.3	Favorite changes in Xcode Tools 2.3	1149134820	1773679445	blog
blog	february-server-maintenance	February server maintenance	1235277417	1495119989	site blog
blog	ferret-0.1-released	Ferret 0.1 released	1436395243	1773679445	releases vim ferret blog
blog	ferret-0.2-released	Ferret 0.2 released	1437094007	1495119989	releases vim ferret blog
blog	fighting-godaddy	Fighting GoDaddy	1163105520	1773679445	blog
blog	filechute	Filechute	1638572320	1773679445	blog
blog	filter-branch	A tale of three filter-branches	1494742887	1773679445	git site masochist blog
blog	final-server-migration-this-week-1	Final server migration this week	1206433080	1773679445	blog
blog	final-server-migration-this-week	Final server migration this week	1206431580	1773679445	blog
blog	finally	Finally	1142478060	1773510822	blog
blog	firefox-and-self-signed-ssl-certificates	Firefox and self-signed SSL certificates	1235142709	1773679445	firefox rant blog
blog	first-impressions-of-the-apple-magic-trackpad	First impressions of the Apple Magic Trackpad	1283810769	1584053324	apple magic.trackpad magic.mouse blog
blog	fixture-improvements	Fixture improvements	1193871060	1773679445	blog
blog	fixturereplacement	FixtureReplacement	1192253880	1773679445	blog
blog	flash-on-the-iphone	Flash on the iPhone	1233465146	1584053324	blog
blog	forever-hosting	Forever hosting	1635680409	1773679445	blog
blog	forges	Git forges	1755020600	1773679445	blog github
blog	forums-online	Forums online	1124800980	1709488842	blog
blog	forums-upgrade	Forums upgrade	1160176920	1773510822	blog
blog	free-upgrades-for-life	Free upgrades for life?	1140400260	1773679445	blog
blog	free-will	Free will is not the only problem	1731278571	1774517398	blog
blog	frequently-asked-questions-about-synergy-and-macheist	Frequently Asked Questions about Synergy and Macheist	1245999242	1773510822	synergy macheist blog
blog	frequently-used-terminal-commands	Frequently used Terminal commands	1208948527	1773679445	bash zsh blog
blog	frustration	Frustration	1142550240	1709590098	blog
blog	fuzzyfinder	Fuzzyfinder	1238000695	1495119989	vim blog
blog	gates-deposition-videos	Gates deposition videos	1170917880	1773510822	blog
blog	gefen-dvi-dl-switcher-kvm-recommendation	Gefen DVI DL Switcher KVM recommendation	1121488380	1584053324	blog
blog	gemcutter-is-now-the-official-gem-index	GemCutter is now the official gem index	1258867141	1584053324	rubygems blog
blog	george-floyd	Everything is fucked	1590939584	1693045928	blog
blog	getting-ready-for-rails-3	Getting ready for Rails 3	1271257970	1495119989	rails blog
blog	getting-rid-of-capistrano	Getting rid of Capistrano	1251795535	1773679445	capistrano snow.leopard blog
blog	git-1.5.4-rc4	Git 1.5.4-rc4	1200948660	1773510822	blog
blog	git-changes	Git changes	1184116860	1773510822	blog
blog	git-cipher	git-cipher	1428185345	1495119989	git git.cipher blog
blog	git-hooks	Git hooks	1184825940	1773679445	blog
blog	git-misconceptions	Git misconceptions	1235915735	1773679445	git blog
blog	git-notes	Git notes	1184610540	1773510822	blog
blog	git-repo-mirrors	Git repo mirrors	1242277591	1773679445	git blog
blog	git-service-down-for-temporary-maintenance	Git service down for temporary maintenance [updated]	1411655727	1495119989	site maintenance blog
blog	git-traction	Git traction	1184994540	1773679445	blog
blog	giving-up-on-emacs	Giving up on Emacs	1231779340	1584053324	textmate emacs blog
blog	godaddy-scam	GoDaddy scam	1153679760	1773510822	blog
blog	godaddy-vs-network-solutions	GoDaddy vs Network Solutions	1115749920	1709592444	blog
